rest_id,rest_name,rest_address,b_url,ad_nonad
294183,말리화반점,광주광역시 동구 제봉로82번길 13-5,https://blog.naver.com/PostView.naver?blogId=bom2eyo&logNo=222648267014&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F19878349%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648792969335%26type%3DphotoView&directAccess=false,0
294237,양촌추어탕,광주광역시 동구 예술길 31-13,https://blog.naver.com/PostView.naver?blogId=tnrkd7979&logNo=221772950693&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F815637987%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648793300144%26type%3DphotoView&directAccess=false,0
294237,양촌추어탕,광주광역시 동구 예술길 31-13,https://blog.naver.com/PostView.naver?blogId=hang0155&logNo=222536286860&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F815637987%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648793300144%26type%3DphotoView&directAccess=false,0
294237,양촌추어탕,광주광역시 동구 예술길 31-13,https://blog.naver.com/PostView.naver?blogId=n123n123&logNo=222441369824&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F815637987%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648793300144%26type%3DphotoView&directAccess=false,0
294237,양촌추어탕,광주광역시 동구 예술길 31-13,https://blog.naver.com/PostView.naver?blogId=c_h_u_vely&logNo=222506836462&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F815637987%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648793300144%26type%3DphotoView&directAccess=false,0
294237,양촌추어탕,광주광역시 동구 예술길 31-13,https://blog.naver.com/PostView.naver?blogId=kkimddim&logNo=222661081192&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F815637987%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648793300144%26type%3DphotoView&directAccess=false,0
317292,화랑궁회관,광주광역시 동구 구성로204번길 23,https://blog.naver.com/PostView.naver?blogId=g3803su&logNo=221963866421&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F11710898%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648793610272%26type%3DphotoView&directAccess=false,0
317292,화랑궁회관,광주광역시 동구 구성로204번길 23,https://blog.naver.com/PostView.naver?blogId=de7450&logNo=222369941151&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F11710898%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648793610272%26type%3DphotoView&directAccess=false,0
317292,화랑궁회관,광주광역시 동구 구성로204번길 23,https://blog.naver.com/PostView.naver?blogId=1974bigbear&logNo=222472213117&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F11710898%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648793610272%26type%3DphotoView&directAccess=false,0
371594,산수모밀,광주광역시 동구 중앙로196번길 32,https://blog.naver.com/PostView.naver?blogId=qotmf&logNo=222113973119&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F20690589%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648793930070%26type%3DphotoView&directAccess=false,0
371594,산수모밀,광주광역시 동구 중앙로196번길 32,https://blog.naver.com/PostView.naver?blogId=hicocorabbit84&logNo=222056950423&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F20690589%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648793930070%26type%3DphotoView&directAccess=false,0
371594,산수모밀,광주광역시 동구 중앙로196번길 32,https://blog.naver.com/PostView.naver?blogId=yj_blues&logNo=222057317706&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F20690589%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648793930070%26type%3DphotoView&directAccess=false,0
